Player,Pos,Min,Gls,Ast,Sh,SoT,CrdY,CrdR,TklW,Int,Fls,Fld,Team,Match_ID,Date,Season
Iago,LB,90,0,0,1,1,0,0,0,1,1,0,Augsburg,fa79d782,January-21-2024,2023-2024
Ohis Felix Uduokhai,CB,90,0,0,1,0,0,0,0,0,0,0,Augsburg,fa79d782,January-21-2024,2023-2024
Jeffrey Gouweleeuw,CB,90,0,0,2,0,0,0,1,2,1,0,Augsburg,fa79d782,January-21-2024,2023-2024
Kevin Mbabu,RB,90,0,1,0,0,0,0,4,1,3,3,Augsburg,fa79d782,January-21-2024,2023-2024
Finn Dahmen,GK,90,0,0,0,0,0,0,0,0,0,0,Augsburg,fa79d782,January-21-2024,2023-2024
15 Players,,990,2,2,15,7,2,0,8,6,20,9,Augsburg,fa79d782,January-21-2024,2023-2024
Wout Weghorst,FW,66,0,0,0,0,0,0,0,0,0,1,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Andrej Kramarić,"FW,MF",24,0,0,0,0,0,0,0,0,0,0,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Maximilian Beier,AM,90,0,0,1,0,0,0,2,0,2,2,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Ihlas Bebou,AM,66,0,0,1,0,0,0,0,1,1,2,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Marius Bülter,"FW,MF",24,0,0,0,0,0,0,0,0,0,0,Hoffenheim,4ec68df2,March-16-2024,2023-2024
David Jurásek,DM,90,0,0,1,1,0,0,2,1,0,0,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Anton Stach,DM,66,0,0,0,0,0,0,2,2,0,1,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Finn Ole Becker,MF,24,0,0,0,0,0,0,0,0,0,0,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Umut Tohumcu,DM,90,0,0,1,0,0,0,0,2,1,2,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Pavel Kadeřábek,DM,77,0,0,1,0,1,0,3,0,1,0,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Robert Skov,"FW,MF",13,0,0,1,0,0,0,0,0,0,0,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Kevin Akpoguma,CB,45,0,0,0,0,0,0,0,1,1,1,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Stanley N'Soki,DF,45,0,0,0,0,0,0,0,1,0,0,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Florian Grillitsch,CB,90,0,0,1,0,0,0,0,2,2,2,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Tim Drexler,CB,90,0,0,0,0,0,0,2,0,0,1,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Oliver Baumann,GK,90,0,0,0,0,0,0,0,0,0,0,Hoffenheim,4ec68df2,March-16-2024,2023-2024
16 Players,,990,0,0,7,1,1,0,11,10,8,12,Hoffenheim,4ec68df2,March-16-2024,2023-2024
Serhou Guirassy,FW,83,1,0,4,2,0,0,0,0,0,2,Stuttgart,4ec68df2,March-16-2024,2023-2024
Mahmoud Dahoud,MF,7,0,0,0,0,0,0,0,0,0,0,Stuttgart,4ec68df2,March-16-2024,2023-2024
Deniz Undav,AM,64,0,2,3,1,0,0,0,0,3,0,Stuttgart,4ec68df2,March-16-2024,2023-2024
Jamie Leweling,"FW,MF",26,1,0,2,2,0,0,1,0,0,0,Stuttgart,4ec68df2,March-16-2024,2023-2024
Enzo Millot,AM,75,1,0,8,3,0,0,1,1,3,0,Stuttgart,4ec68df2,March-16-2024,2023-2024
Jeong Woo-yeong,"FW,MF",15,0,0,0,0,0,0,0,0,0,0,Stuttgart,4ec68df2,March-16-2024,2023-2024
Chris Führich,DM,75,0,0,2,2,0,0,1,0,0,0,Stuttgart,4ec68df2,March-16-2024,2023-2024
Silas Katompa,"FW,MF",15,0,0,0,0,0,0,0,0,0,0,Stuttgart,4ec68df2,March-16-2024,2023-2024
Angelo Stiller,DM,90,0,0,0,0,0,0,0,0,1,1,Stuttgart,4ec68df2,March-16-2024,2023-2024
Atakan Karazor,DM,90,0,0,1,0,0,0,0,0,0,1,Stuttgart,4ec68df2,March-16-2024,2023-2024
Josha Vagnoman,DM,90,0,0,1,0,0,0,2,0,0,1,Stuttgart,4ec68df2,March-16-2024,2023-2024
Maximilian Mittelstädt,CB,90,0,0,1,0,0,0,3,4,2,1,Stuttgart,4ec68df2,March-16-2024,2023-2024
Hiroki Ito,CB,90,0,0,2,1,0,0,1,0,1,0,Stuttgart,4ec68df2,March-16-2024,2023-2024
Waldemar Anton,CB,83,0,0,1,0,0,0,0,4,2,2,Stuttgart,4ec68df2,March-16-2024,2023-2024
Leonidas Stergiou,DF,7,0,0,0,0,0,0,0,0,0,0,Stuttgart,4ec68df2,March-16-2024,2023-2024
Alexander Nübel,GK,90,0,0,0,0,0,0,0,0,0,0,Stuttgart,4ec68df2,March-16-2024,2023-2024
16 Players,,990,3,2,25,11,0,0,9,9,12,8,Stuttgart,4ec68df2,March-16-2024,2023-2024
Sargis Adamyan,FW,45,0,0,0,0,0,0,0,0,1,0,Köln,1d97656d,May-11-2024,2023-2024
Steffen Tigges,FW,45,1,0,3,1,0,0,0,0,0,1,Köln,1d97656d,May-11-2024,2023-2024
Florian Kainz,AM,90,1,0,1,1,0,0,1,0,1,1,Köln,1d97656d,May-11-2024,2023-2024
Luca Waldschmidt,AM,19,0,0,1,0,0,0,0,0,0,1,Köln,1d97656d,May-11-2024,2023-2024
Linton Maina,"FW,MF",71,0,1,1,0,0,0,0,0,0,0,Köln,1d97656d,May-11-2024,2023-2024
Faride Alidou,AM,74,0,0,4,0,0,0,0,0,2,2,Köln,1d97656d,May-11-2024,2023-2024
Damion Downs,FW,16,1,0,1,1,0,0,0,0,0,0,Köln,1d97656d,May-11-2024,2023-2024
Eric Martel,DM,60,0,0,0,0,1,0,1,1,4,0,Köln,1d97656d,May-11-2024,2023-2024
Mark Uth,"FW,MF",30,0,1,2,0,0,0,0,0,0,0,Köln,1d97656d,May-11-2024,2023-2024
Denis Huseinbasic,DM,90,0,0,2,0,1,0,2,1,4,0,Köln,1d97656d,May-11-2024,2023-2024
Max Finkgräfe,LB,90,0,0,1,1,0,0,1,0,0,2,Köln,1d97656d,May-11-2024,2023-2024
Julian Chabot,CB,90,0,0,0,0,0,0,0,0,0,3,Köln,1d97656d,May-11-2024,2023-2024
Timo Hübers,CB,90,0,0,1,1,0,0,1,3,1,2,Köln,1d97656d,May-11-2024,2023-2024
Benno Schmitz,RB,45,0,0,1,0,1,0,1,0,2,0,Köln,1d97656d,May-11-2024,2023-2024
Dominique Heintz,DF,45,0,0,0,0,0,0,0,0,0,2,Köln,1d97656d,May-11-2024,2023-2024
Marvin Schwäbe,GK,90,0,0,0,0,0,0,0,0,0,0,Köln,1d97656d,May-11-2024,2023-2024
16 Players,,990,3,2,18,5,3,0,7,5,15,14,Köln,1d97656d,May-11-2024,2023-2024
Kevin Volland,FW,53,1,0,2,1,0,0,1,0,0,0,Union Berlin,1d97656d,May-11-2024,2023-2024
Chris Bedia,FW,37,0,0,0,0,0,0,0,0,3,0,Union Berlin,1d97656d,May-11-2024,2023-2024
Robin Gosens,AM,90,0,0,2,0,0,0,2,0,1,1,Union Berlin,1d97656d,May-11-2024,2023-2024
Brenden Aaronson,AM,53,0,0,0,0,0,0,1,0,4,4,Union Berlin,1d97656d,May-11-2024,2023-2024
Benedict Hollerbach,"FW,MF",37,0,0,1,1,0,0,0,0,0,1,Union Berlin,1d97656d,May-11-2024,2023-2024
Jérôme Roussillon,DM,59,0,0,2,1,0,0,1,0,0,1,Union Berlin,1d97656d,May-11-2024,2023-2024
Lucas Tousart,MF,31,0,0,0,0,0,0,0,0,1,0,Union Berlin,1d97656d,May-11-2024,2023-2024
Rani Khedira,DM,45,0,0,0,0,1,0,1,2,2,0,Union Berlin,1d97656d,May-11-2024,2023-2024
Janik Haberer,"FW,MF",45,0,0,0,0,0,0,0,1,0,2,Union Berlin,1d97656d,May-11-2024,2023-2024
András Schäfer,DM,90,0,0,1,1,0,0,1,1,2,3,Union Berlin,1d97656d,May-11-2024,2023-2024
Christopher Trimmel,DM,71,0,1,1,1,0,0,0,0,2,0,Union Berlin,1d97656d,May-11-2024,2023-2024
Josip Juranović,"DF,MF",19,0,0,1,0,1,0,0,1,0,0,Union Berlin,1d97656d,May-11-2024,2023-2024
Diogo Leite,CB,90,0,0,0,0,0,0,2,0,0,1,Union Berlin,1d97656d,May-11-2024,2023-2024
Robin Knoche,CB,90,1,0,2,1,0,0,1,0,0,0,Union Berlin,1d97656d,May-11-2024,2023-2024
Danilho Doekhi,CB,90,0,0,1,0,0,0,0,0,1,0,Union Berlin,1d97656d,May-11-2024,2023-2024
Frederik Rønnow,GK,90,0,0,0,0,0,0,0,0,0,0,Union Berlin,1d97656d,May-11-2024,2023-2024
16 Players,,990,2,1,13,6,2,0,10,5,16,13,Union Berlin,1d97656d,May-11-2024,2023-2024
Victor Boniface,FW,62,1,0,2,1,0,0,0,0,0,0,Leverkusen,8b525565,May-18-2024,2023-2024
Patrik Schick,FW,28,0,0,2,0,0,0,0,0,0,1,Leverkusen,8b525565,May-18-2024,2023-2024
Amine Adli,AM,62,0,1,1,1,0,0,2,0,0,3,Leverkusen,8b525565,May-18-2024,2023-2024
Florian Wirtz,"FW,MF",28,0,0,3,1,0,0,0,0,1,0,Leverkusen,8b525565,May-18-2024,2023-2024
Jonas Hofmann,AM,90,0,0,4,2,0,0,0,0,0,0,Leverkusen,8b525565,May-18-2024,2023-2024
Álex Grimaldo,DM,69,0,0,0,0,0,0,0,0,1,0,Leverkusen,8b525565,May-18-2024,2023-2024
Piero Hincapié,DF,21,0,0,0,0,0,0,0,0,0,0,Leverkusen,8b525565,May-18-2024,2023-2024
Exequiel Palacios,DM,69,0,0,0,0,0,0,2,1,1,2,Leverkusen,8b525565,May-18-2024,2023-2024
Granit Xhaka,MF,21,0,0,2,1,0,0,1,0,0,1,Leverkusen,8b525565,May-18-2024,2023-2024
Robert Andrich,DM,90,1,0,4,2,0,0,3,0,1,0,Leverkusen,8b525565,May-18-2024,2023-2024
Jeremie Frimpong,DM,81,0,0,1,0,0,0,0,0,0,0,Leverkusen,8b525565,May-18-2024,2023-2024
Josip Stanišić,DF,9,0,0,0,0,0,0,0,0,0,0,Leverkusen,8b525565,May-18-2024,2023-2024
Edmond Tapsoba,CB,90,0,0,0,0,0,0,0,4,1,0,Leverkusen,8b525565,May-18-2024,2023-2024
Jonathan Tah,CB,90,0,0,1,0,0,0,0,2,1,0,Leverkusen,8b525565,May-18-2024,2023-2024
Odilon Kossounou,CB,90,0,0,0,0,0,0,1,0,0,1,Leverkusen,8b525565,May-18-2024,2023-2024
Lukáš Hrádecký,GK,90,0,0,0,0,0,0,0,0,0,0,Leverkusen,8b525565,May-18-2024,2023-2024
16 Players,,990,2,1,20,8,0,0,9,7,6,8,Leverkusen,8b525565,May-18-2024,2023-2024
Ermedin Demirović,FW,89,0,0,4,0,0,0,0,1,1,1,Augsburg,8b525565,May-18-2024,2023-2024
Dion Drena Beljo,FW,1,0,0,0,0,0,0,0,0,0,0,Augsburg,8b525565,May-18-2024,2023-2024
Phillip Tietz,FW,73,0,0,0,0,0,0,1,0,0,0,Augsburg,8b525565,May-18-2024,2023-2024
Sven Michel,"FW,MF",17,0,0,0,0,0,0,1,0,0,0,Augsburg,8b525565,May-18-2024,2023-2024
Mert Kömür,FW,73,1,0,1,1,0,0,1,1,0,1,Augsburg,8b525565,May-18-2024,2023-2024
Pep Biel,"FW,MF",17,0,0,2,1,0,0,0,0,0,0,Augsburg,8b525565,May-18-2024,2023-2024
Niklas Dorsch,CM,90,0,0,1,0,0,0,0,1,0,2,Augsburg,8b525565,May-18-2024,2023-2024
Arne Maier,CM,89,0,1,0,0,0,0,0,0,0,0,Augsburg,8b525565,May-18-2024,2023-2024
Mahmut Kücüksahin,DF,1,0,0,0,0,0,0,0,0,0,0,Augsburg,8b525565,May-18-2024,2023-2024
Tim Breithaupt,DM,40,0,0,0,0,0,0,0,2,2,0,Augsburg,8b525565,May-18-2024,2023-2024
Arne Engels,MF,50,0,0,1,0,0,0,1,1,1,0,Augsburg,8b525565,May-18-2024,2023-2024
Iago,LB,90,0,0,1,0,0,0,0,1,0,1,Augsburg,8b525565,May-18-2024,2023-2024
Ohis Felix Uduokhai,CB,90,0,0,0,0,1,0,2,3,1,0,Augsburg,8b525565,May-18-2024,2023-2024
Jeffrey Gouweleeuw,CB,90,0,0,0,0,0,0,0,0,0,0,Augsburg,8b525565,May-18-2024,2023-2024
Mads Pedersen,RB,90,0,0,0,0,0,0,4,1,3,0,Augsburg,8b525565,May-18-2024,2023-2024
Tomáš Koubek,GK,90,0,0,0,0,0,0,1,0,0,0,Augsburg,8b525565,May-18-2024,2023-2024
16 Players,,990,1,1,10,2,1,0,11,11,8,5,Augsburg,8b525565,May-18-2024,2023-2024
Christopher Antwi-Adjei,FW,72,0,1,1,0,0,0,1,0,1,1,Bochum,a08896e6,December-16-2023,2023-2024
Matúš Bero,"FW,MF",18,0,0,0,0,0,0,0,0,0,1,Bochum,a08896e6,December-16-2023,2023-2024
Gonçalo Paciência,FW,72,1,0,8,3,0,0,0,0,2,2,Bochum,a08896e6,December-16-2023,2023-2024
Moritz Broschinski,FW,18,0,0,1,1,0,0,0,0,0,0,Bochum,a08896e6,December-16-2023,2023-2024
Takuma Asano,FW,86,1,0,5,2,0,0,0,0,0,1,Bochum,a08896e6,December-16-2023,2023-2024
Moritz-Broni Kwarteng,MF,4,0,0,0,0,0,0,0,0,0,0,Bochum,a08896e6,December-16-2023,2023-2024
Kevin Stöger,CM,90,1,0,2,1,1,0,0,0,4,3,Bochum,a08896e6,December-16-2023,2023-2024
Patrick Osterhage,CM,90,0,0,2,0,1,0,1,2,2,3,Bochum,a08896e6,December-16-2023,2023-2024
Anthony Losilla,CM,90,0,0,1,0,0,0,1,0,1,1,Bochum,a08896e6,December-16-2023,2023-2024
Bernardo,LB,90,0,0,2,0,0,0,1,0,1,1,Bochum,a08896e6,December-16-2023,2023-2024
Keven Schlotterbeck,CB,90,0,0,0,0,0,0,1,2,0,0,Bochum,a08896e6,December-16-2023,2023-2024
Tim Oermann,CB,64,0,0,0,0,0,0,1,0,0,0,Bochum,a08896e6,December-16-2023,2023-2024
Noah Loosli,DF,26,0,0,0,0,0,0,0,0,0,0,Bochum,a08896e6,December-16-2023,2023-2024
Cristian Gamboa,RB,86,0,0,0,0,0,0,0,1,1,0,Bochum,a08896e6,December-16-2023,2023-2024
Felix Passlack,"DF,MF",4,0,0,0,0,0,0,0,0,0,0,Bochum,a08896e6,December-16-2023,2023-2024
Manuel Riemann,GK,90,0,0,0,0,0,0,0,0,0,0,Bochum,a08896e6,December-16-2023,2023-2024
16 Players,,990,3,1,22,7,2,0,6,5,12,13,Bochum,a08896e6,December-16-2023,2023-2024
Kevin Behrens,FW,90,0,0,2,0,0,0,0,0,0,0,Union Berlin,a08896e6,December-16-2023,2023-2024
Sheraldo Becker,AM,59,0,0,0,0,0,0,0,0,0,1,Union Berlin,a08896e6,December-16-2023,2023-2024
Aïssa Laïdouni,"DF,MF",31,0,0,0,0,0,0,0,0,2,1,Union Berlin,a08896e6,December-16-2023,2023-2024
Kevin Volland,AM,74,0,0,1,0,0,0,0,1,0,1,Union Berlin,a08896e6,December-16-2023,2023-2024
Brenden Aaronson,"FW,MF",16,0,0,0,0,0,0,0,0,0,0,Union Berlin,a08896e6,December-16-2023,2023-2024
Benedict Hollerbach,AM,74,0,0,2,0,0,0,0,0,3,0,Union Berlin,a08896e6,December-16-2023,2023-2024
Mikkel Kaufmann,FW,16,0,0,0,0,0,0,0,0,0,0,Union Berlin,a08896e6,December-16-2023,2023-2024
Janik Haberer,DM,59,0,0,1,1,0,0,1,1,2,2,Union Berlin,a08896e6,December-16-2023,2023-2024
Alex Král,MF,31,0,0,0,0,0,0,1,0,0,0,Union Berlin,a08896e6,December-16-2023,2023-2024
Rani Khedira,DM,59,0,0,0,0,1,0,0,1,2,1,Union Berlin,a08896e6,December-16-2023,2023-2024
András Schäfer,MF,31,0,0,0,0,0,0,0,0,0,3,Union Berlin,a08896e6,December-16-2023,2023-2024
Jérôme Roussillon,LB,90,0,0,0,0,1,0,0,0,1,0,Union Berlin,a08896e6,December-16-2023,2023-2024
Diogo Leite,CB,90,0,0,2,1,0,0,1,2,2,1,Union Berlin,a08896e6,December-16-2023,2023-2024
Robin Knoche,CB,90,0,0,1,0,0,0,2,0,1,1,Union Berlin,a08896e6,December-16-2023,2023-2024
Josip Juranović,RB,90,0,0,0,0,0,0,0,1,0,1,Union Berlin,a08896e6,December-16-2023,2023-2024
Frederik Rønnow,GK,90,0,0,0,0,0,0,0,0,0,0,Union Berlin,a08896e6,December-16-2023,2023-2024
16 Players,,990,0,0,9,2,2,0,5,6,13,12,Union Berlin,a08896e6,December-16-2023,2023-2024
Tim Kleindienst,FW,88,0,0,2,0,0,0,0,3,2,0,Heidenheim,6c075db6,February-2-2024,2023-2024
Adrian Beck,MF,2,0,0,0,0,0,0,0,0,0,0,Heidenheim,6c075db6,February-2-2024,2023-2024
Jan-Niklas Beste,AM,69,0,0,0,0,0,0,2,4,0,2,Heidenheim,6c075db6,February-2-2024,2023-2024
Florian Pick,"FW,MF",21,0,0,0,0,0,0,0,0,0,1,Heidenheim,6c075db6,February-2-2024,2023-2024
Marvin Pieringer,AM,60,0,0,2,0,0,0,0,2,0,1,Heidenheim,6c075db6,February-2-2024,2023-2024
Stefan Schimmer,FW,30,0,0,1,0,0,0,0,0,0,0,Heidenheim,6c075db6,February-2-2024,2023-2024
Eren Dinkçi,AM,60,0,0,1,0,0,0,0,1,0,0,Heidenheim,6c075db6,February-2-2024,2023-2024
Kevin Sessa,MF,30,0,0,1,0,0,0,0,0,0,1,Heidenheim,6c075db6,February-2-2024,2023-2024
Jan Schöppner,DM,90,0,0,1,0,0,0,3,3,0,1,Heidenheim,6c075db6,February-2-2024,2023-2024
Lennard Maloney,DM,90,0,0,0,0,0,0,2,1,2,0,Heidenheim,6c075db6,February-2-2024,2023-2024
Jonas Föhrenbach,LB,90,0,0,2,0,0,0,3,2,0,0,Heidenheim,6c075db6,February-2-2024,2023-2024
Benedikt Gimber,CB,90,0,0,1,0,0,0,1,0,1,0,Heidenheim,6c075db6,February-2-2024,2023-2024
Patrick Mainka,CB,90,0,0,1,0,0,0,5,1,0,0,Heidenheim,6c075db6,February-2-2024,2023-2024
Omar Traoré,RB,60,0,0,0,0,0,0,3,1,2,0,Heidenheim,6c075db6,February-2-2024,2023-2024
Marnon Busch,"DF,MF",30,0,0,0,0,0,0,0,1,0,0,Heidenheim,6c075db6,February-2-2024,2023-2024
Kevin Müller,GK,90,0,0,0,0,0,0,0,0,0,0,Heidenheim,6c075db6,February-2-2024,2023-2024
16 Players,,990,0,0,12,0,0,0,19,19,7,6,Heidenheim,6c075db6,February-2-2024,2023-2024
Youssoufa Moukoko,FW,74,0,0,0,0,0,0,0,0,0,0,Dortmund,6c075db6,February-2-2024,2023-2024
Ramy Bensebaini,"DF,MF",16,0,0,0,0,0,0,0,0,1,0,Dortmund,6c075db6,February-2-2024,2023-2024
Niclas Füllkrug,FW,90,0,0,3,2,0,0,0,0,0,2,Dortmund,6c075db6,February-2-2024,2023-2024
Jamie Gittens,LW,58,0,0,4,2,0,0,2,1,0,1,Dortmund,6c075db6,February-2-2024,2023-2024
Ole Pohlmann,"FW,MF",32,0,0,1,0,0,0,0,0,0,0,Dortmund,6c075db6,February-2-2024,2023-2024
Donyell Malen,RW,90,0,0,2,0,1,0,0,0,1,0,Dortmund,6c075db6,February-2-2024,2023-2024
Salih Özcan,CM,58,0,0,0,0,0,0,1,3,0,0,Dortmund,6c075db6,February-2-2024,2023-2024
Emre Can,"DF,MF",32,0,0,0,0,0,0,0,0,1,0,Dortmund,6c075db6,February-2-2024,2023-2024
Marcel Sabitzer,CM,90,0,0,0,0,0,0,3,0,0,2,Dortmund,6c075db6,February-2-2024,2023-2024
Ian Maatsen,LB,90,0,0,0,0,1,0,2,4,1,1,Dortmund,6c075db6,February-2-2024,2023-2024
Nico Schlotterbeck,CB,90,0,0,2,1,0,0,0,2,0,0,Dortmund,6c075db6,February-2-2024,2023-2024
Niklas Süle,CB,90,0,0,0,0,0,0,1,1,1,0,Dortmund,6c075db6,February-2-2024,2023-2024
Thomas Meunier,RB,58,0,0,2,0,0,0,0,1,2,0,Dortmund,6c075db6,February-2-2024,2023-2024
Marius Wolf,"DF,FW",32,0,0,0,0,0,0,0,1,0,0,Dortmund,6c075db6,February-2-2024,2023-2024
Alexander Meyer,GK,90,0,0,0,0,0,0,0,0,0,0,Dortmund,6c075db6,February-2-2024,2023-2024
15 Players,,990,0,0,14,5,2,0,9,13,7,6,Dortmund,6c075db6,February-2-2024,2023-2024
Robin Hack,FW,80,0,2,2,0,0,0,1,1,1,1,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Nathan N'Goumou,"FW,MF",10,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Alassane Pléa,FW,89,0,0,4,1,0,0,0,0,0,3,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Yvandro Borges Sanches,MF,1,0,0,0,0,0,0,0,0,0,1,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Luca Netz,LM,90,0,0,0,0,0,0,1,0,1,0,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Manu Koné,CM,86,0,0,3,1,0,0,0,2,1,1,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Florian Neuhaus,MF,4,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Julian Weigl,CM,90,0,0,0,0,1,0,3,0,2,0,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Rocco Reitz,CM,80,2,0,3,2,0,0,1,1,2,2,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Christoph Kramer,MF,10,0,0,0,0,1,0,0,0,1,1,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Franck Honorat,RM,86,0,0,2,0,1,0,0,1,0,2,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Grant Ranos,FW,4,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Maximilian Wöber,CB,90,0,0,0,0,1,0,2,0,2,0,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Nico Elvedi,CB,90,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Joe Scally,CB,90,0,0,0,0,0,0,0,1,0,0,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Moritz Nicolas,GK,90,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,6789ead0,December-15-2023,2023-2024
16 Players,,990,2,2,14,4,4,0,8,6,10,11,Mönchengladbach,6789ead0,December-15-2023,2023-2024
Rafael Borré,FW,89,1,0,3,2,0,0,1,0,1,0,Werder Bremen,6789ead0,December-15-2023,2023-2024
Dawid Kownacki,"FW,MF",1,0,0,1,0,0,0,0,0,0,0,Werder Bremen,6789ead0,December-15-2023,2023-2024
Marvin Ducksch,AM,90,1,0,1,1,0,0,1,0,0,1,Werder Bremen,6789ead0,December-15-2023,2023-2024
Romano Schmid,AM,67,0,1,1,0,1,0,0,0,1,3,Werder Bremen,6789ead0,December-15-2023,2023-2024
Justin Njinmah,"FW,MF",23,0,1,0,0,0,0,0,0,1,0,Werder Bremen,6789ead0,December-15-2023,2023-2024
Olivier Deman,DM,86,0,0,1,1,0,0,1,1,3,0,Werder Bremen,6789ead0,December-15-2023,2023-2024
Felix Agu,"DF,MF",4,0,0,0,0,0,0,0,0,0,0,Werder Bremen,6789ead0,December-15-2023,2023-2024
Leonardo Bittencourt,DM,67,0,0,1,0,0,0,0,0,1,2,Werder Bremen,6789ead0,December-15-2023,2023-2024
Senne Lynen,MF,23,0,0,0,0,0,0,0,1,0,0,Werder Bremen,6789ead0,December-15-2023,2023-2024
Jens Stage,DM,90,0,0,2,0,0,0,1,2,2,0,Werder Bremen,6789ead0,December-15-2023,2023-2024
Mitchell Weiser,DM,90,0,0,1,1,1,0,2,1,1,1,Werder Bremen,6789ead0,December-15-2023,2023-2024
Anthony Jung,CB,90,0,0,0,0,0,0,0,2,0,1,Werder Bremen,6789ead0,December-15-2023,2023-2024
Niklas Stark,CB,90,0,0,0,0,0,0,0,1,0,1,Werder Bremen,6789ead0,December-15-2023,2023-2024
Miloš Veljković,CB,90,0,0,1,0,0,0,1,1,2,0,Werder Bremen,6789ead0,December-15-2023,2023-2024
Michael Zetterer,GK,90,0,0,0,0,0,0,0,0,0,1,Werder Bremen,6789ead0,December-15-2023,2023-2024
15 Players,,990,2,2,12,5,2,0,7,9,12,10,Werder Bremen,6789ead0,December-15-2023,2023-2024
Tim Kleindienst,FW,90,0,0,1,0,0,0,0,0,4,1,Heidenheim,23d84166,September-30-2023,2023-2024
Jan-Niklas Beste,AM,89,1,0,3,2,0,0,1,1,2,1,Heidenheim,23d84166,September-30-2023,2023-2024
Stefan Schimmer,FW,1,0,0,0,0,0,0,0,0,0,0,Heidenheim,23d84166,September-30-2023,2023-2024
Marvin Pieringer,AM,80,0,0,0,0,1,0,2,0,1,4,Heidenheim,23d84166,September-30-2023,2023-2024
Denis Thomalla,"FW,MF",10,0,0,0,0,0,0,0,0,0,0,Heidenheim,23d84166,September-30-2023,2023-2024
Eren Dinkçi,AM,89,0,0,2,1,0,0,1,0,1,3,Heidenheim,23d84166,September-30-2023,2023-2024
Florian Pick,"FW,MF",1,0,0,0,0,0,0,0,0,0,0,Heidenheim,23d84166,September-30-2023,2023-2024
Norman Theuerkauf,DM,89,0,0,1,0,0,0,1,1,0,2,Heidenheim,23d84166,September-30-2023,2023-2024
Thomas Keller,"DF,MF",1,0,0,0,0,0,0,0,0,0,0,Heidenheim,23d84166,September-30-2023,2023-2024
Lennard Maloney,DM,90,0,0,2,1,0,0,0,1,1,0,Heidenheim,23d84166,September-30-2023,2023-2024
Jonas Föhrenbach,LB,90,0,0,0,0,0,0,1,2,1,1,Heidenheim,23d84166,September-30-2023,2023-2024
Tim Siersleben,CB,90,0,0,1,0,0,0,2,2,0,0,Heidenheim,23d84166,September-30-2023,2023-2024
Patrick Mainka,CB,90,0,0,0,0,0,0,3,0,0,1,Heidenheim,23d84166,September-30-2023,2023-2024
Omar Traoré,RB,90,0,0,0,0,0,0,0,0,1,1,Heidenheim,23d84166,September-30-2023,2023-2024
Kevin Müller,GK,90,0,0,0,0,0,0,0,0,0,0,Heidenheim,23d84166,September-30-2023,2023-2024
15 Players,,990,1,0,10,4,1,0,11,7,11,14,Heidenheim,23d84166,September-30-2023,2023-2024
Kevin Behrens,FW,90,0,0,8,3,0,0,3,1,1,2,Union Berlin,23d84166,September-30-2023,2023-2024
David Datro Fofana,FW,73,0,0,5,2,0,0,2,0,0,0,Union Berlin,23d84166,September-30-2023,2023-2024
Benedict Hollerbach,"FW,MF",17,0,0,0,0,0,0,0,0,1,2,Union Berlin,23d84166,September-30-2023,2023-2024
Sheraldo Becker,FW,90,0,0,3,1,0,0,0,0,0,0,Union Berlin,23d84166,September-30-2023,2023-2024
Robin Gosens,LM,73,0,0,1,0,0,0,1,2,2,1,Union Berlin,23d84166,September-30-2023,2023-2024
Jérôme Roussillon,"DF,MF",17,0,0,0,0,0,0,0,0,1,1,Union Berlin,23d84166,September-30-2023,2023-2024
Alex Král,CM,90,0,0,1,1,1,0,0,0,3,1,Union Berlin,23d84166,September-30-2023,2023-2024
